Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2022-09-12,17,0.302,0.0,0.052,None
2022-09-12,18,0.285,0.0,0.067,None
2022-09-12,19,1.67,0.0,0.001,None
2022-09-12,20,0.891,0.0,0.0,None
2022-09-12,21,0.969,0.0,0.0,None
2022-09-12,22,0.0,0.409,0.0,None
2022-09-12,23,0.0,0.354,0.0,None
2022-09-13,0,0.0,0.237,0.0,None
2022-09-13,1,0.0,0.193,0.0,None
2022-09-13,2,0.0,0.18,0.0,None
2022-09-13,3,0.0,0.183,0.0,None
2022-09-13,4,0.0,0.199,0.0,None
2022-09-13,5,0.0,0.191,0.0,None
2022-09-13,6,0.0,0.176,0.0,None
2022-09-13,7,0.0,0.241,0.014,None
2022-09-13,8,0.274,0.0,0.07,None
2022-09-13,9,0.036,0.0,0.191,Medium
2022-09-13,10,0.013,0.0,0.163,Medium
2022-09-13,11,0.028,0.0,0.154,Medium
2022-09-13,12,0.0,0.0,0.206,Very High
2022-09-13,13,0.0,0.0,0.19,Medium
2022-09-13,14,0.0,0.0,0.176,High
2022-09-13,15,0.0,0.0,0.175,High
2022-09-13,16,0.052,0.0,0.256,Medium
2022-09-13,17,0.058,0.0,0.186,Low
2022-09-13,18,0.426,0.0,0.142,Low
2022-09-13,19,0.547,0.0,0.01,None
2022-09-13,20,0.618,0.0,0.0,None
2022-09-13,21,0.62,0.0,0.0,None
2022-09-13,22,0.0,0.549,0.0,None
2022-09-13,23,0.0,0.575,0.0,None
2022-09-14,0,0.0,0.652,0.0,None
2022-09-14,1,0.0,0.584,0.0,None
2022-09-14,2,0.0,0.479,0.0,None
2022-09-14,3,0.0,0.214,0.0,None
2022-09-14,4,0.0,0.178,0.0,None
2022-09-14,5,0.0,0.17,0.0,None
2022-09-14,6,0.0,0.181,0.0,None
2022-09-14,7,0.0,0.35,0.0,None
2022-09-14,8,0.343,0.0,0.006,None
2022-09-14,9,0.181,0.0,0.003,None
2022-09-14,10,0.045,0.0,0.127,Medium
2022-09-14,11,0.002,0.0,0.186,Medium
2022-09-14,12,0.0,0.0,0.254,High
2022-09-14,13,0.0,0.0,0.261,High
2022-09-14,14,0.0,0.0,0.181,Very High
2022-09-14,15,0.0,0.0,0.19,High
2022-09-14,16,0.0,0.0,0.231,High
2022-09-14,17,0.077,0.0,0.187,Low
2022-09-14,18,0.26,0.0,0.086,None
2022-09-14,19,0.296,0.0,0.009,None
2022-09-14,20,0.419,0.0,0.0,None
2022-09-14,21,0.4,0.0,0.0,None
2022-09-14,22,0.0,0.426,0.0,None
2022-09-14,23,0.0,0.513,0.0,None
2022-09-15,0,0.0,0.501,0.0,None
2022-09-15,1,0.0,0.534,0.0,None
2022-09-15,2,0.0,0.472,0.0,None
2022-09-15,3,0.0,0.44,0.0,None
2022-09-15,4,0.0,0.551,0.0,None
2022-09-15,5,0.0,0.312,0.0,None
2022-09-15,6,0.0,0.289,0.0,None
2022-09-15,7,0.0,0.269,0.027,None
2022-09-15,8,0.11,0.0,0.223,Medium
2022-09-15,9,0.0,0.0,0.183,Medium
2022-09-15,10,0.0,0.0,0.183,Medium
2022-09-15,11,0.0,0.0,0.232,High
2022-09-15,12,0.0,0.0,0.234,Medium
2022-09-15,13,0.031,0.0,0.269,Medium
2022-09-15,14,0.0,0.0,0.191,Medium
2022-09-15,15,0.0,0.0,0.198,High
2022-09-15,16,0.0,0.0,0.236,High
2022-09-15,17,0.087,0.0,0.173,Low
2022-09-15,18,0.694,0.0,0.042,None
2022-09-15,19,1.313,0.0,0.004,None
2022-09-15,20,0.501,0.0,0.0,None
2022-09-15,21,0.449,0.0,0.0,None
2022-09-15,22,0.0,0.473,0.0,None
2022-09-15,23,0.0,0.832,0.0,None
2022-09-16,0,0.0,0.552,0.0,None
2022-09-16,1,0.0,0.394,0.0,None
2022-09-16,2,0.0,0.372,0.0,None
2022-09-16,3,0.0,0.378,0.0,None
2022-09-16,4,0.0,0.304,0.0,None
2022-09-16,5,0.0,0.201,0.0,None
2022-09-16,6,0.0,0.188,0.0,None
2022-09-16,7,0.0,0.429,0.001,None
2022-09-16,8,0.318,0.0,0.069,None
2022-09-16,9,0.025,0.0,0.199,Medium
2022-09-16,10,0.227,0.0,0.625,Medium
2022-09-16,11,0.0,0.0,0.285,Very High
2022-09-16,12,0.0,0.0,0.234,Very High
2022-09-16,13,0.0,0.0,0.189,Very High
2022-09-16,14,0.0,0.0,0.187,Very High
2022-09-16,15,0.0,0.0,0.191,Very High
2022-09-16,16,0.0,0.0,0.195,High
2022-09-16,17,0.0,0.0,0.19,Medium
2022-09-16,18,0.343,0.0,0.08,None
2022-09-16,19,0.785,0.0,0.004,None
2022-09-16,20,0.62,0.0,0.0,None
2022-09-16,21,0.669,0.0,0.0,None
2022-09-16,22,0.0,0.519,0.0,None
2022-09-16,23,0.0,0.43,0.0,None
2022-09-17,0,0.0,0.425,0.0,None
2022-09-17,1,0.0,0.399,0.0,None
2022-09-17,2,0.0,0.393,0.0,None
2022-09-17,3,0.0,0.432,0.0,None
2022-09-17,4,0.0,0.205,0.0,None
2022-09-17,5,0.0,0.193,0.0,None
2022-09-17,6,0.0,0.172,0.0,None
2022-09-17,7,0.0,0.154,0.014,None
2022-09-17,8,0.053,0.0,0.143,Medium
2022-09-17,9,0.0,0.0,0.201,High
2022-09-17,10,0.0,0.0,0.197,High
2022-09-17,11,0.135,0.0,0.599,Medium
2022-09-17,12,0.188,0.0,0.603,High
2022-09-17,13,0.0,0.0,0.2,Very High
2022-09-17,14,0.0,0.0,0.195,High
2022-09-17,15,0.0,0.0,0.239,High
2022-09-17,16,0.0,0.0,0.259,High
2022-09-17,17,0.046,0.0,0.238,Medium
2022-09-17,18,0.24,0.0,0.103,None
2022-09-17,19,0.544,0.0,0.006,None
2022-09-17,20,0.222,0.0,0.0,None
2022-09-17,21,0.219,0.0,0.0,None
2022-09-17,22,0.0,0.552,0.0,None
2022-09-17,23,0.0,0.477,0.0,None
2022-09-18,0,0.0,0.46,0.0,None
2022-09-18,1,0.0,0.432,0.0,None
2022-09-18,2,0.0,0.228,0.0,None
2022-09-18,3,0.0,0.21,0.0,None
2022-09-18,4,0.0,0.19,0.0,None
2022-09-18,5,0.0,0.17,0.0,None
2022-09-18,6,0.0,0.177,0.0,None
2022-09-18,7,0.0,0.173,0.011,None
2022-09-18,8,0.0,0.0,0.189,Medium
2022-09-18,9,0.048,0.0,0.342,Medium
2022-09-18,10,0.27,0.0,0.449,Medium
2022-09-18,11,1.21,0.0,0.344,None
2022-09-18,12,1.139,0.0,0.625,None
2022-09-18,13,0.076,0.0,0.693,High
2022-09-18,14,0.0,0.0,0.358,Very High
2022-09-18,15,0.0,0.0,0.308,High
2022-09-18,16,0.247,0.0,0.413,Medium
2022-09-18,17,0.026,0.0,0.261,Medium
2022-09-18,18,0.853,0.0,0.059,None
2022-09-18,19,1.089,0.0,0.004,None
2022-09-18,20,0.349,0.0,0.0,None
2022-09-18,21,0.321,0.0,0.0,None
2022-09-18,22,0.0,0.257,0.0,None
2022-09-18,23,0.0,0.348,0.0,None
2022-09-19,0,0.0,0.209,0.0,None
2022-09-19,1,0.0,0.256,0.0,None
2022-09-19,2,0.0,0.223,0.0,None
2022-09-19,3,0.0,0.182,0.0,None
2022-09-19,4,0.0,0.185,0.0,None
2022-09-19,5,0.0,0.192,0.0,None
2022-09-19,6,0.0,0.188,0.0,None
2022-09-19,7,0.0,0.38,0.001,None
2022-09-19,8,0.069,0.0,0.173,Low
2022-09-19,9,0.0,0.0,0.182,High
2022-09-19,10,0.027,0.0,0.274,High
2022-09-19,11,0.0,0.0,0.2,Very High
2022-09-19,12,0.0,0.0,0.197,Very High
2022-09-19,13,0.0,0.0,0.202,Very High
2022-09-19,14,0.0,0.0,0.214,Very High
2022-09-19,15,0.0,0.0,0.235,High
2022-09-19,16,0.0,0.0,0.214,High
2022-09-19,17,0.014,0.0,0.2,Medium
2022-09-19,18,0.146,0.0,0.085,None
2022-09-19,19,0.359,0.0,0.003,None
2022-09-19,20,0.583,0.0,0.0,None
2022-09-19,21,0.425,0.0,0.0,None
2022-09-19,22,0.0,0.321,0.0,None
2022-09-19,23,0.0,0.385,0.0,None
2022-09-20,0,0.0,0.237,0.0,None
2022-09-20,1,0.0,0.219,0.0,None
2022-09-20,2,0.0,0.284,0.0,None
2022-09-20,3,0.0,0.263,0.0,None
2022-09-20,4,0.0,0.188,0.0,None
2022-09-20,5,0.0,0.189,0.0,None
2022-09-20,6,0.0,0.175,0.0,None
2022-09-20,7,0.0,0.171,0.01,None
2022-09-20,8,0.116,0.0,0.157,Medium
2022-09-20,9,0.0,0.0,0.19,High
2022-09-20,10,0.0,0.0,0.199,High
2022-09-20,11,0.0,0.0,0.203,Very High
2022-09-20,12,0.0,0.0,0.195,Very High
2022-09-20,13,0.0,0.0,0.189,Very High
2022-09-20,14,0.0,0.0,0.2,Very High
2022-09-20,15,0.0,0.0,0.217,Very High
2022-09-20,16,0.0,0.0,0.192,High
2022-09-20,17,0.015,0.0,0.248,Medium
2022-09-20,18,0.365,0.0,0.08,None
2022-09-20,19,1.036,0.0,0.001,None
2022-09-20,20,0.946,0.0,0.0,None
2022-09-20,21,0.541,0.0,0.0,None
2022-09-20,22,0.0,0.444,0.0,None
2022-09-20,23,0.0,0.429,0.0,None
2022-09-21,0,0.0,0.232,0.0,None
2022-09-21,1,0.0,0.191,0.0,None
2022-09-21,2,0.0,0.177,0.0,None
2022-09-21,3,0.0,0.172,0.0,None
2022-09-21,4,0.0,0.177,0.0,None
2022-09-21,5,0.0,0.189,0.0,None
2022-09-21,6,0.0,0.188,0.0,None
2022-09-21,7,0.0,0.325,0.008,None
2022-09-21,8,0.139,0.0,0.211,Medium
2022-09-21,9,0.0,0.0,0.199,High
2022-09-21,10,0.0,0.0,0.192,High
2022-09-21,11,0.0,0.0,0.209,Very High
2022-09-21,12,0.0,0.0,0.214,Very High
2022-09-21,13,0.0,0.0,0.212,Very High
2022-09-21,14,0.0,0.0,0.402,High
2022-09-21,15,0.0,0.0,0.413,High
2022-09-21,16,0.0,0.0,0.392,Medium
2022-09-21,17,0.048,0.0,0.293,Medium
2022-09-21,18,0.317,0.0,0.061,None
2022-09-21,19,0.385,0.0,0.001,None
2022-09-21,20,0.703,0.0,0.0,None
2022-09-21,21,0.452,0.0,0.0,None
2022-09-21,22,0.0,0.338,0.0,None
2022-09-21,23,0.0,0.348,0.0,None
2022-09-22,0,0.0,0.339,0.0,None
2022-09-22,1,0.0,0.255,0.0,None
2022-09-22,2,0.0,0.286,0.0,None
2022-09-22,3,0.0,0.229,0.0,None
2022-09-22,4,0.0,0.17,0.0,None
2022-09-22,5,0.0,0.191,0.0,None
2022-09-22,6,0.0,0.202,0.0,None
2022-09-22,7,0.0,0.372,0.012,None
2022-09-22,8,0.246,0.0,0.088,None
2022-09-22,9,0.069,0.0,0.136,Low
2022-09-22,10,0.0,0.0,0.205,Medium
2022-09-22,11,0.0,0.0,0.584,High
2022-09-22,12,0.12,0.0,0.648,High
2022-09-22,13,0.0,0.0,0.219,Very High
2022-09-22,14,0.0,0.0,0.2,Very High
2022-09-22,15,0.033,0.0,0.446,High
2022-09-22,16,0.0,0.0,0.322,High
2022-09-22,17,0.043,0.0,0.283,Medium
2022-09-22,18,0.28,0.0,0.06,None
2022-09-22,19,1.63,0.0,0.002,None
2022-09-22,20,0.651,0.0,0.0,None
2022-09-22,21,0.492,0.0,0.0,None
2022-09-22,22,0.0,0.495,0.0,None
2022-09-22,23,0.0,0.513,0.0,None
2022-09-23,0,0.0,0.444,0.0,None
2022-09-23,1,0.0,0.43,0.0,None
2022-09-23,2,0.0,0.366,0.0,None
2022-09-23,3,0.0,0.34,0.0,None
2022-09-23,4,0.0,0.198,0.0,None
2022-09-23,5,0.0,0.172,0.0,None
2022-09-23,6,0.0,0.17,0.0,None
2022-09-23,7,0.0,0.261,0.0,None
2022-09-23,8,0.269,0.0,0.101,Low
2022-09-23,9,0.039,0.0,0.187,Medium
2022-09-23,10,0.0,0.0,0.178,High
2022-09-23,11,0.0,0.0,0.212,High
2022-09-23,12,0.0,0.0,0.196,Very High
2022-09-23,13,0.0,0.0,0.183,Very High
2022-09-23,14,0.0,0.0,0.228,Very High
2022-09-23,15,0.0,0.0,0.232,Very High
2022-09-23,16,0.0,0.0,0.213,High
2022-09-23,17,0.0,0.0,0.193,Medium
2022-09-23,18,0.318,0.0,0.067,None
2022-09-23,19,0.388,0.0,0.0,None
2022-09-23,20,0.22,0.0,0.0,None
2022-09-23,21,0.472,0.0,0.0,None
2022-09-23,22,0.0,0.507,0.0,None
2022-09-23,23,0.0,0.443,0.0,None
2022-09-24,0,0.0,0.177,0.0,None
2022-09-24,1,0.0,0.18,0.0,None
2022-09-24,2,0.0,0.196,0.0,None
2022-09-24,3,0.0,0.191,0.0,None
2022-09-24,4,0.0,0.172,0.0,None
2022-09-24,5,0.0,0.173,0.0,None
2022-09-24,6,0.0,0.189,0.0,None
2022-09-24,7,0.0,0.191,0.005,None
2022-09-24,8,0.0,0.0,0.201,Medium
2022-09-24,9,0.114,0.0,0.318,High
2022-09-24,10,0.0,0.0,0.227,Very High
2022-09-24,11,0.098,0.0,0.717,High
2022-09-24,12,0.267,0.0,0.916,Medium
2022-09-24,13,0.0,0.0,0.933,Medium
2022-09-24,14,0.0,0.0,0.502,High
2022-09-24,15,0.0,0.0,0.699,Medium
2022-09-24,16,0.448,0.0,0.614,Medium
2022-09-24,17,0.095,0.0,0.304,Medium
2022-09-24,18,0.32,0.0,0.047,None
2022-09-24,19,0.338,0.0,0.0,None
2022-09-24,20,0.256,0.0,0.0,None
2022-09-24,21,0.277,0.0,0.0,None
2022-09-24,22,0.0,0.316,0.0,None
2022-09-24,23,0.0,0.372,0.0,None
2022-09-25,0,0.0,0.176,0.0,None
2022-09-25,1,0.0,0.18,0.0,None
2022-09-25,2,0.0,0.192,0.0,None
2022-09-25,3,0.0,0.18,0.0,None
2022-09-25,4,0.0,0.167,0.0,None
2022-09-25,5,0.0,0.177,0.0,None
2022-09-25,6,0.0,0.186,0.0,None
2022-09-25,7,0.0,0.19,0.003,None
2022-09-25,8,0.087,0.0,0.215,Medium
2022-09-25,9,0.0,0.0,0.211,High
2022-09-25,10,0.0,0.0,0.22,Very High
2022-09-25,11,0.176,0.0,0.455,High
2022-09-25,12,0.692,0.0,1.192,None
2022-09-25,13,0.142,0.0,0.702,High
2022-09-25,14,0.0,0.0,0.256,High
2022-09-25,15,0.0,0.0,0.253,High
2022-09-25,16,0.0,0.0,0.261,High
2022-09-25,17,0.07,0.0,0.244,Medium
2022-09-25,18,0.323,0.0,0.063,None
2022-09-25,19,1.475,0.0,0.0,None
2022-09-25,20,1.225,0.0,0.0,None
2022-09-25,21,0.687,0.0,0.0,None
2022-09-25,22,0.0,0.585,0.0,None
2022-09-25,23,0.0,0.272,0.0,None
2022-09-26,0,0.0,0.252,0.0,None
2022-09-26,1,0.0,0.184,0.0,None
2022-09-26,2,0.0,0.176,0.0,None
2022-09-26,3,0.0,0.176,0.0,None
2022-09-26,4,0.0,0.178,0.0,None
2022-09-26,5,0.0,0.183,0.0,None
2022-09-26,6,0.0,0.182,0.0,None
2022-09-26,7,0.0,0.39,0.002,None
2022-09-26,8,0.051,0.0,0.208,Medium
2022-09-26,9,0.0,0.0,0.19,High
2022-09-26,10,0.0,0.0,0.29,High
2022-09-26,11,0.0,0.0,0.282,Very High
2022-09-26,12,0.0,0.0,0.252,Very High
2022-09-26,13,0.0,0.0,0.193,Very High
2022-09-26,14,0.0,0.0,0.192,Very High
2022-09-26,15,0.0,0.0,0.188,Very High
2022-09-26,16,0.0,0.0,0.186,High
2022-09-26,17,0.004,0.0,0.182,Medium
2022-09-26,18,0.167,0.0,0.041,None
2022-09-26,19,0.844,0.0,0.0,None
2022-09-26,20,0.483,0.0,0.0,None
2022-09-26,21,0.578,0.0,0.0,None
2022-09-26,22,0.0,0.58,0.0,None
2022-09-26,23,0.0,0.4,0.0,None
2022-09-27,0,0.0,0.266,0.0,None
2022-09-27,1,0.0,0.295,0.0,None
2022-09-27,2,0.0,0.211,0.0,None
2022-09-27,3,0.0,0.182,0.0,None
2022-09-27,4,0.0,0.181,0.0,None
2022-09-27,5,0.0,0.181,0.0,None
2022-09-27,6,0.0,0.178,0.0,None
2022-09-27,7,0.0,0.313,0.001,None
2022-09-27,8,0.029,0.0,0.196,Medium
2022-09-27,9,0.0,0.0,0.184,High
2022-09-27,10,0.0,0.0,0.192,Very High
2022-09-27,11,0.0,0.0,0.2,Very High
2022-09-27,12,0.0,0.0,0.206,Very High
2022-09-27,13,0.0,0.0,0.202,Very High
2022-09-27,14,0.0,0.0,0.194,Very High
2022-09-27,15,0.0,0.0,0.189,Very High
2022-09-27,16,0.0,0.0,0.183,High
2022-09-27,17,0.0,0.0,0.177,Medium
2022-09-27,18,0.41,0.0,0.039,None
2022-09-27,19,1.083,0.0,0.0,None
2022-09-27,20,0.429,0.0,0.0,None
2022-09-27,21,0.381,0.0,0.0,None
2022-09-27,22,0.0,0.437,0.0,None
2022-09-27,23,0.0,0.267,0.0,None
2022-09-28,0,0.0,0.177,0.0,None
2022-09-28,1,0.0,0.186,0.0,None
2022-09-28,2,0.0,0.187,0.0,None
2022-09-28,3,0.0,0.264,0.0,None
2022-09-28,4,0.0,0.205,0.0,None
2022-09-28,5,0.0,0.179,0.0,None
2022-09-28,6,0.0,0.184,0.0,None
2022-09-28,7,0.0,0.414,0.0,None
2022-09-28,8,0.411,0.0,0.086,None
2022-09-28,9,0.01,0.0,0.197,Medium
2022-09-28,10,0.04,0.0,0.19,Medium
2022-09-28,11,0.465,0.0,0.45,None
2022-09-28,12,0.332,0.0,0.254,Medium
2022-09-28,13,0.012,0.0,0.186,Medium
2022-09-28,14,0.014,0.0,0.197,Medium
2022-09-28,15,0.0,0.0,0.214,Medium
2022-09-28,16,0.004,0.0,0.217,Medium
2022-09-28,17,0.138,0.0,0.123,Low
2022-09-28,18,1.371,0.0,0.088,None
2022-09-28,19,0.835,0.0,0.0,None
2022-09-28,20,0.606,0.0,0.0,None
2022-09-28,21,0.543,0.0,0.0,None
2022-09-28,22,0.0,0.498,0.0,None
2022-09-28,23,0.0,0.446,0.0,None
2022-09-29,0,0.0,0.447,0.0,None
2022-09-29,1,0.0,0.441,0.0,None
2022-09-29,2,0.0,0.19,0.0,None
2022-09-29,3,0.0,0.196,0.0,None
2022-09-29,4,0.0,0.184,0.0,None
2022-09-29,5,0.0,0.187,0.0,None
2022-09-29,6,0.0,0.18,0.0,None
2022-09-29,7,0.0,0.221,0.0,None
2022-09-29,8,0.386,0.0,0.006,None
2022-09-29,9,0.084,0.0,0.154,Low
2022-09-29,10,0.029,0.0,0.194,High
2022-09-29,11,0.053,0.0,0.17,Low
2022-09-29,12,0.038,0.0,0.18,Medium
2022-09-29,13,0.0,0.0,0.219,High
2022-09-29,14,0.0,0.0,0.222,Very High
2022-09-29,15,0.0,0.0,0.22,High
2022-09-29,16,0.0,0.0,0.217,High
2022-09-29,17,0.042,0.0,0.147,Low
2022-09-29,18,0.336,0.0,0.046,None
2022-09-29,19,0.819,0.0,0.0,None
2022-09-29,20,0.674,0.0,0.0,None
2022-09-29,21,0.58,0.0,0.0,None
2022-09-29,22,0.0,0.419,0.0,None
2022-09-29,23,0.0,0.292,0.0,None
2022-09-30,0,0.0,0.183,0.0,None
2022-09-30,1,0.0,0.174,0.0,None
2022-09-30,2,0.0,0.193,0.0,None
2022-09-30,3,0.0,0.241,0.0,None
2022-09-30,4,0.0,0.175,0.0,None
2022-09-30,5,0.0,0.175,0.0,None
2022-09-30,6,0.0,0.178,0.0,None
2022-09-30,7,0.0,0.339,0.001,None
2022-09-30,8,0.285,0.0,0.23,Medium
2022-09-30,9,0.0,0.0,0.197,High
2022-09-30,10,0.0,0.0,0.213,Very High
2022-09-30,11,0.0,0.0,0.28,Very High
2022-09-30,12,0.0,0.0,0.259,Very High
2022-09-30,13,0.0,0.0,0.207,Very High
2022-09-30,14,0.0,0.0,0.195,Very High
2022-09-30,15,0.0,0.0,0.184,High
2022-09-30,16,0.0,0.0,0.198,High
2022-09-30,17,0.048,0.0,0.218,Low
2022-09-30,18,0.216,0.0,0.051,None
2022-09-30,19,0.35,0.0,0.0,None
2022-09-30,20,0.219,0.0,0.0,None
2022-09-30,21,0.256,0.0,0.0,None
2022-09-30,22,0.0,0.376,0.0,None
2022-09-30,23,0.0,0.363,0.0,None
2022-10-01,0,0.0,0.388,0.0,None
2022-10-01,1,0.0,0.382,0.0,None
2022-10-01,2,0.0,0.254,0.0,None
2022-10-01,3,0.0,0.185,0.0,None
2022-10-01,4,0.0,0.178,0.0,None
2022-10-01,5,0.0,0.179,0.0,None
2022-10-01,6,0.0,0.179,0.0,None
2022-10-01,7,0.0,0.175,0.001,None
2022-10-01,8,0.018,0.0,0.177,Medium
2022-10-01,9,0.348,0.0,0.456,Medium
2022-10-01,10,0.0,0.0,0.489,High
2022-10-01,11,0.0,0.0,0.399,Very High
2022-10-01,12,0.0,0.0,0.438,Very High
2022-10-01,13,0.0,0.0,0.641,High
2022-10-01,14,0.0,0.0,0.379,Very High
2022-10-01,15,0.0,0.0,0.394,High
2022-10-01,16,0.0,0.0,0.335,High
2022-10-01,17,0.083,0.0,0.26,Low
2022-10-01,18,0.399,0.0,0.028,None
2022-10-01,19,0.356,0.0,0.0,None
2022-10-01,20,0.288,0.0,0.0,None
2022-10-01,21,0.286,0.0,0.0,None
2022-10-01,22,0.0,0.323,0.0,None
2022-10-01,23,0.0,0.422,0.0,None
2022-10-02,0,0.0,0.408,0.0,None
2022-10-02,1,0.0,0.222,0.0,None
2022-10-02,2,0.0,0.22,0.0,None
2022-10-02,3,0.0,0.217,0.0,None
2022-10-02,4,0.0,0.218,0.0,None
2022-10-02,5,0.0,0.216,0.0,None
2022-10-02,6,0.0,0.218,0.0,None
2022-10-02,7,0.0,0.22,0.004,None
2022-10-02,8,0.063,0.0,0.155,Medium
2022-10-02,9,0.0,0.0,0.193,High
2022-10-02,10,0.0,0.0,0.187,High
2022-10-02,11,0.168,0.0,0.434,High
2022-10-02,12,0.817,0.0,1.095,None
2022-10-02,13,0.324,0.0,0.97,Medium
2022-10-02,14,0.323,0.0,0.74,Medium
2022-10-02,15,0.0,0.0,0.354,High
2022-10-02,16,0.141,0.0,0.381,Medium
2022-10-02,17,0.074,0.0,0.226,Medium
2022-10-02,18,0.402,0.0,0.022,None
2022-10-02,19,0.914,0.0,0.0,None
2022-10-02,20,0.551,0.0,0.0,None
2022-10-02,21,0.529,0.0,0.0,None
2022-10-02,22,0.0,0.614,0.0,None
2022-10-02,23,0.0,0.498,0.0,None
2022-10-03,0,0.0,0.382,0.0,None
2022-10-03,1,0.0,0.411,0.0,None
2022-10-03,2,0.0,0.207,0.0,None
2022-10-03,3,0.0,0.173,0.0,None
2022-10-03,4,0.0,0.174,0.0,None
2022-10-03,5,0.0,0.176,0.0,None
2022-10-03,6,0.0,0.172,0.0,None
2022-10-03,7,0.0,0.442,0.002,None
2022-10-03,8,0.08,0.0,0.152,Low
2022-10-03,9,0.0,0.0,0.181,High
2022-10-03,10,0.0,0.0,0.257,High
2022-10-03,11,0.0,0.0,0.186,Very High
2022-10-03,12,0.0,0.0,0.197,Very High
2022-10-03,13,0.0,0.0,0.196,Very High
2022-10-03,14,0.0,0.0,0.194,Very High
2022-10-03,15,0.0,0.0,0.191,High
2022-10-03,16,0.0,0.0,0.184,High
2022-10-03,17,0.021,0.0,0.156,Medium
2022-10-03,18,0.231,0.0,0.047,None
2022-10-03,19,0.281,0.0,0.0,None
2022-10-03,20,0.221,0.0,0.0,None
2022-10-03,21,0.307,0.0,0.0,None
2022-10-03,22,0.0,0.433,0.0,None
2022-10-03,23,0.0,0.269,0.0,None
2022-10-04,0,0.0,0.24,0.0,None
2022-10-04,1,0.0,0.364,0.0,None
2022-10-04,2,0.0,0.297,0.0,None
2022-10-04,3,0.0,0.198,0.0,None
2022-10-04,4,0.0,0.174,0.0,None
2022-10-04,5,0.0,0.171,0.0,None
2022-10-04,6,0.0,0.171,0.0,None
2022-10-04,7,0.0,0.259,0.004,None
2022-10-04,8,0.091,0.0,0.127,Medium
2022-10-04,9,0.0,0.0,0.188,High
2022-10-04,10,0.0,0.0,0.195,High
2022-10-04,11,0.276,0.0,0.792,Medium
2022-10-04,12,0.0,0.0,0.395,Very High
2022-10-04,13,0.0,0.0,0.2,Very High
2022-10-04,14,0.0,0.0,0.19,Very High
2022-10-04,15,0.0,0.0,0.186,High
2022-10-04,16,0.0,0.0,0.183,High
2022-10-04,17,0.006,0.0,0.181,Medium
2022-10-04,18,0.886,0.0,0.038,None
2022-10-04,19,1.165,0.0,0.0,None
2022-10-04,20,0.487,0.0,0.0,None
2022-10-04,21,0.522,0.0,0.0,None
2022-10-04,22,0.0,0.437,0.0,None
2022-10-04,23,0.0,0.403,0.0,None
2022-10-05,0,0.0,0.201,0.0,None
2022-10-05,1,0.0,0.179,0.0,None
2022-10-05,2,0.0,0.219,0.0,None
2022-10-05,3,0.0,0.219,0.0,None
2022-10-05,4,0.0,0.179,0.0,None
2022-10-05,5,0.0,0.18,0.0,None
2022-10-05,6,0.0,0.173,0.0,None
2022-10-05,7,0.0,0.17,0.002,None
2022-10-05,8,0.05,0.0,0.13,Low
2022-10-05,9,0.0,0.0,0.191,High
2022-10-05,10,0.0,0.0,0.204,High
2022-10-05,11,0.0,0.0,0.356,High
2022-10-05,12,0.227,0.0,1.021,Medium
2022-10-05,13,0.0,0.0,0.498,High
2022-10-05,14,0.0,0.0,0.491,High
2022-10-05,15,0.047,0.0,0.648,Medium
2022-10-05,16,0.0,0.0,0.34,Medium
2022-10-05,17,0.073,0.0,0.233,Low
2022-10-05,18,0.301,0.0,0.026,None
2022-10-05,19,0.357,0.0,0.0,None
2022-10-05,20,0.448,0.0,0.0,None
2022-10-05,21,0.414,0.0,0.0,None
2022-10-05,22,0.0,0.458,0.0,None
2022-10-05,23,0.0,0.403,0.0,None
2022-10-06,0,0.0,0.248,0.0,None
2022-10-06,1,0.0,0.165,0.0,None
2022-10-06,2,0.0,0.17,0.0,None
2022-10-06,3,0.0,0.175,0.0,None
2022-10-06,4,0.0,0.176,0.0,None
2022-10-06,5,0.0,0.179,0.0,None
2022-10-06,6,0.0,0.176,0.0,None
2022-10-06,7,0.0,0.432,0.0,None
2022-10-06,8,0.379,0.0,0.048,None
2022-10-06,9,0.053,0.0,0.205,Medium
2022-10-06,10,0.0,0.0,0.26,High
2022-10-06,11,0.0,0.0,0.267,Very High
2022-10-06,12,0.0,0.0,0.27,Very High
2022-10-06,13,0.0,0.0,0.268,High
2022-10-06,14,0.0,0.0,0.266,High
2022-10-06,15,0.0,0.0,0.254,High
2022-10-06,16,0.002,0.0,0.249,Medium
2022-10-06,17,0.031,0.0,0.22,Medium
2022-10-06,18,0.459,0.0,0.046,None
2022-10-06,19,0.466,0.0,0.0,None
2022-10-06,20,0.687,0.0,0.0,None
2022-10-06,21,0.541,0.0,0.0,None
2022-10-06,22,0.0,0.484,0.0,None
2022-10-06,23,0.0,0.408,0.0,None
2022-10-07,0,0.0,0.289,0.0,None
2022-10-07,1,0.0,0.29,0.0,None
2022-10-07,2,0.0,0.309,0.0,None
2022-10-07,3,0.0,0.291,0.0,None
2022-10-07,4,0.0,0.263,0.0,None
2022-10-07,5,0.0,0.258,0.0,None
2022-10-07,6,0.0,0.255,0.0,None
2022-10-07,7,0.0,0.361,0.001,None
2022-10-07,8,0.22,0.0,0.136,None
2022-10-07,9,0.011,0.0,0.315,Medium
2022-10-07,10,0.0,0.0,0.333,High
