Normal (kWh),Economic (kWh),Self-consumption (kWh),Injection,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_broken clouds,weather_few clouds,weather_heavy intensity rain,weather_light rain,weather_moderate rain,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,hour,day_of_year,rain_binary
0.0,0.186,0.0,None,12.88,12.13,11.68,13.43,1016,73,3.42,0.0,0,False,False,False,False,False,False,False,True,6,268,False
0.0,0.19,0.003,None,12.87,12.12,11.72,13.12,1016,73,3.62,0.0,0,False,False,False,False,False,False,False,True,7,268,False
0.087,0.0,0.215,Medium,15.27,14.58,13.12,15.7,1016,66,4.05,0.0,0,False,False,False,False,False,False,False,True,8,268,False
0.0,0.0,0.211,High,17.16,16.52,14.23,17.37,1016,61,4.42,0.0,1,False,False,False,False,False,False,False,True,9,268,False
0.0,0.0,0.22,Very High,18.38,17.84,16.21,18.6,1017,60,4.02,0.0,2,False,False,False,False,False,False,False,True,10,268,False
0.176,0.0,0.455,High,20.07,19.57,17.32,21.38,1016,55,3.68,0.0,2,False,False,False,False,False,False,False,True,11,268,False
0.692,0.0,1.192,None,20.21,19.64,18.12,21.93,1016,52,3.38,0.0,2,False,False,False,False,False,False,False,True,12,268,False
0.142,0.0,0.702,High,21.79,21.23,19.23,23.04,1015,46,3.47,0.0,18,False,True,False,False,False,False,False,False,13,268,False
0.0,0.0,0.256,High,21.74,21.14,19.54,23.6,1014,45,3.77,0.0,14,False,True,False,False,False,False,False,False,14,268,False
0.0,0.0,0.253,High,22.26,21.66,20.1,24.15,1014,43,4.07,0.0,2,False,False,False,False,False,False,False,True,15,268,False
0.0,0.0,0.261,High,22.8,22.26,20.34,24.71,1013,43,4.13,0.0,3,False,False,False,False,False,False,False,True,16,268,False
0.07,0.0,0.244,Medium,21.79,21.2,19.79,24.71,1013,45,3.39,0.0,7,False,False,False,False,False,False,False,True,17,268,False
0.323,0.0,0.063,None,19.15,18.5,18.68,21.68,1014,53,3.32,0.0,5,False,False,False,False,False,False,False,True,18,268,False
1.475,0.0,0.0,None,19.01,18.43,16.45,20.1,1014,56,3.64,0.0,8,False,False,False,False,False,False,False,True,19,268,False
1.225,0.0,0.0,None,18.14,17.47,15.82,19.54,1015,56,3.58,0.0,2,False,False,False,False,False,False,False,True,20,268,False
0.687,0.0,0.0,None,17.35,16.66,15.34,18.43,1015,58,3.53,0.0,1,False,False,False,False,False,False,False,True,21,268,False
0.0,0.585,0.0,None,16.9,16.19,14.23,17.88,1016,59,3.58,0.0,6,False,False,False,False,False,False,False,True,22,268,False
0.0,0.272,0.0,None,15.76,15.01,13.68,17.88,1016,62,2.75,0.0,3,False,False,False,False,False,False,False,True,23,268,False
0.0,0.252,0.0,None,15.56,14.89,12.57,17.88,1016,66,2.4,0.0,0,False,False,False,False,False,False,False,True,0,269,False
0.0,0.184,0.0,None,14.35,13.67,11.45,17.88,1016,70,2.47,0.0,2,False,False,False,False,False,False,False,True,1,269,False
0.0,0.176,0.0,None,13.99,13.32,10.9,17.88,1016,72,2.58,0.0,0,False,False,False,False,False,False,False,True,2,269,False
0.0,0.176,0.0,None,11.52,10.69,10.72,15.01,1016,75,2.64,0.0,0,False,False,False,False,False,False,False,True,3,269,False
0.0,0.178,0.0,None,11.52,10.76,10.34,15.01,1016,78,2.55,0.0,0,False,False,False,False,False,False,False,True,4,269,False
0.0,0.183,0.0,None,10.96,10.23,9.72,14.45,1016,81,2.34,0.0,0,False,False,False,False,False,False,False,True,5,269,False
0.0,0.182,0.0,None,11.93,11.32,9.23,16.21,1016,82,2.24,0.0,0,False,False,False,False,False,False,False,True,6,269,False
0.0,0.39,0.002,None,11.39,10.75,8.72,16.21,1017,83,2.49,0.0,0,False,False,False,False,False,False,False,True,7,269,False
0.051,0.0,0.208,Medium,17.13,16.31,11.45,17.37,1017,54,2.67,0.0,0,False,False,False,False,False,False,False,True,8,269,False
0.0,0.0,0.19,High,17.32,16.54,15.72,17.79,1018,55,2.21,0.0,0,False,False,False,False,False,False,False,True,9,269,False
0.0,0.0,0.29,High,18.96,18.24,17.32,19.04,1019,51,1.62,0.0,0,False,False,False,False,False,False,False,True,10,269,False
0.0,0.0,0.282,Very High,20.32,19.79,19.72,21.93,1019,53,1.35,0.0,1,False,False,False,False,False,False,False,True,11,269,False
0.0,0.0,0.252,Very High,20.59,20.04,19.72,22.49,1018,51,2.18,0.0,1,False,False,False,False,False,False,False,True,12,269,False
0.0,0.0,0.193,Very High,22.25,21.65,19.54,24.15,1018,43,2.52,0.0,1,False,False,False,False,False,False,False,True,13,269,False
0.0,0.0,0.192,Very High,23.04,22.55,20.66,24.15,1018,44,2.8,0.0,0,False,False,False,False,False,False,False,True,14,269,False
0.0,0.0,0.188,Very High,23.3,22.78,20.66,25.26,1017,42,3.3,0.0,0,False,False,False,False,False,False,False,True,15,269,False
0.0,0.0,0.186,High,22.75,22.23,19.72,24.71,1017,44,3.73,0.0,0,False,False,False,False,False,False,False,True,16,269,False
0.004,0.0,0.182,Medium,22.42,21.97,18.72,24.15,1017,48,3.81,0.0,0,False,False,False,False,False,False,False,True,17,269,False
0.167,0.0,0.041,None,20.56,20.19,17.72,21.93,1017,58,3.77,0.0,0,False,False,False,False,False,False,False,True,18,269,False
0.844,0.0,0.0,None,19.3,18.98,17.79,19.71,1018,65,4.31,0.0,0,False,False,False,False,False,False,False,True,19,269,False
0.483,0.0,0.0,None,16.8,16.44,15.72,18.04,1019,73,4.43,0.0,0,False,False,False,False,False,False,False,True,20,269,False
0.578,0.0,0.0,None,15.3,14.82,13.72,17.32,1019,74,4.14,0.0,0,False,False,False,False,False,False,False,True,21,269,False
0.0,0.58,0.0,None,14.99,14.5,13.72,17.32,1020,75,3.71,0.0,0,False,False,False,False,False,False,False,True,22,269,False
0.0,0.4,0.0,None,16.11,15.66,13.12,16.77,1020,72,3.32,0.0,0,False,False,False,False,False,False,False,True,23,269,False
0.0,0.266,0.0,None,15.62,15.12,11.93,16.77,1020,72,2.82,0.0,5,False,False,False,False,False,False,False,True,0,270,False
0.0,0.295,0.0,None,15.0,14.49,11.38,16.21,1020,74,2.53,0.0,11,False,True,False,False,False,False,False,False,1,270,False
0.0,0.211,0.0,None,14.39,13.87,10.26,15.1,1020,76,2.49,0.0,21,False,True,False,False,False,False,False,False,2,270,False
0.0,0.182,0.0,None,13.9,13.33,10.26,15.1,1020,76,2.37,0.0,44,False,False,False,False,False,False,True,False,3,270,False
0.0,0.181,0.0,None,14.36,13.73,9.71,14.59,1020,72,1.97,0.0,36,False,False,False,False,False,False,True,False,4,270,False
0.0,0.181,0.0,None,13.54,13.04,9.15,14.04,1020,80,1.91,0.0,37,False,False,False,False,False,False,True,False,5,270,False
0.0,0.178,0.0,None,14.34,13.81,9.15,14.59,1020,76,1.94,0.0,28,False,False,False,False,False,False,True,False,6,270,False
0.0,0.313,0.001,None,13.93,13.44,11.72,14.04,1020,79,1.89,0.0,11,False,True,False,False,False,False,False,False,7,270,False
0.029,0.0,0.196,Medium,15.92,15.53,14.54,16.26,1021,75,1.89,0.0,14,False,True,False,False,False,False,False,False,8,270,False
0.0,0.0,0.184,High,16.25,15.91,15.66,16.68,1021,76,2.7,0.0,26,False,False,False,False,False,False,True,False,9,270,False
0.0,0.0,0.192,Very High,18.18,17.93,16.21,18.72,1021,72,2.99,0.0,40,False,False,False,False,False,False,True,False,10,270,False
0.0,0.0,0.2,Very High,19.48,19.18,17.72,20.82,1021,65,3.45,0.0,84,True,False,False,False,False,False,False,False,11,270,False
0.0,0.0,0.206,Very High,20.58,20.21,18.43,22.49,1021,58,3.71,0.0,74,True,False,False,False,False,False,False,False,12,270,False
0.0,0.0,0.202,Very High,22.12,21.8,18.72,23.04,1021,54,4.05,0.0,71,True,False,False,False,False,False,False,False,13,270,False
0.0,0.0,0.194,Very High,22.63,22.33,18.72,23.6,1020,53,4.04,0.0,37,False,False,False,False,False,False,True,False,14,270,False
0.0,0.0,0.189,Very High,23.15,22.9,18.72,24.15,1020,53,3.99,0.0,9,False,False,False,False,False,False,False,True,15,270,False
0.0,0.0,0.183,High,22.64,22.37,18.72,24.15,1020,54,4.6,0.0,3,False,False,False,False,False,False,False,True,16,270,False
0.0,0.0,0.177,Medium,22.1,21.85,17.72,24.71,1020,57,4.68,0.0,18,False,True,False,False,False,False,False,False,17,270,False
0.41,0.0,0.039,None,21.0,20.88,17.72,21.26,1020,66,3.92,0.0,0,False,False,False,False,False,False,False,True,18,270,False
1.083,0.0,0.0,None,19.38,19.28,16.72,19.59,1020,73,3.38,0.0,0,False,False,False,False,False,False,False,True,19,270,False
0.429,0.0,0.0,None,17.79,17.64,15.72,17.93,1020,77,3.29,0.0,0,False,False,False,False,False,False,False,True,20,270,False
0.381,0.0,0.0,None,17.24,17.08,15.72,17.37,1021,79,3.32,0.0,1,False,False,False,False,False,False,False,True,21,270,False
0.0,0.437,0.0,None,16.72,16.54,14.15,16.82,1021,80,3.15,0.0,4,False,False,False,False,False,False,False,True,22,270,False
0.0,0.267,0.0,None,16.74,16.51,15.34,16.82,1021,78,2.81,0.0,19,False,True,False,False,False,False,False,False,23,270,False
0.0,0.177,0.0,None,16.13,15.86,13.04,16.26,1021,79,2.37,0.0,33,False,False,False,False,False,False,True,False,0,271,False
0.0,0.186,0.0,None,15.67,15.38,14.23,16.21,1021,80,2.13,0.0,45,False,False,False,False,False,False,True,False,1,271,False
0.0,0.187,0.0,None,15.14,14.85,14.23,15.66,1021,82,1.93,0.0,60,True,False,False,False,False,False,False,False,2,271,False
0.0,0.264,0.0,None,14.62,14.33,13.9,15.66,1020,84,1.99,0.0,81,True,False,False,False,False,False,False,False,3,271,False
0.0,0.205,0.0,None,14.63,14.45,14.45,15.66,1020,88,2.43,0.0,93,False,False,False,False,False,True,False,False,4,271,False
0.0,0.179,0.0,None,15.19,15.14,14.45,15.72,1020,91,2.66,0.0,98,False,False,False,False,False,True,False,False,5,271,False
0.0,0.184,0.0,None,15.14,15.11,14.72,15.66,1020,92,2.75,0.0,96,False,False,False,False,False,True,False,False,6,271,False
0.0,0.414,0.0,None,15.17,15.12,14.79,15.72,1020,91,2.68,0.0,95,False,False,False,False,False,True,False,False,7,271,False
0.411,0.0,0.086,None,15.75,15.7,14.79,16.72,1020,89,2.69,0.0,98,False,False,False,False,False,True,False,False,8,271,False
0.01,0.0,0.197,Medium,17.25,17.12,15.26,17.37,1020,80,3.35,0.0,96,False,False,False,False,False,True,False,False,9,271,False
0.04,0.0,0.19,Medium,17.39,17.22,16.77,18.34,1021,78,3.24,0.0,100,False,False,False,False,False,True,False,False,10,271,False
0.465,0.0,0.45,None,18.66,18.64,18.12,18.72,1020,79,2.82,0.0,100,False,False,False,False,False,True,False,False,11,271,False
0.332,0.0,0.254,Medium,19.01,18.92,17.88,19.79,1020,75,3.14,0.26,100,False,False,False,True,False,False,False,False,12,271,True
0.012,0.0,0.186,Medium,17.7,17.67,16.72,19.71,1019,82,3.71,0.14,97,False,False,False,True,False,False,False,False,13,271,True
0.014,0.0,0.197,Medium,16.95,16.84,16.72,20.34,1018,82,4.52,0.17,95,False,False,False,True,False,False,False,False,14,271,True
0.0,0.0,0.214,Medium,19.5,19.57,17.72,20.9,1017,79,5.03,0.0,58,True,False,False,False,False,False,False,False,15,271,False
0.004,0.0,0.217,Medium,17.43,17.29,16.72,19.79,1017,79,4.8,0.0,90,False,False,False,False,False,True,False,False,16,271,False
0.138,0.0,0.123,Low,17.85,17.88,16.68,18.68,1017,84,4.26,0.0,100,False,False,False,False,False,True,False,False,17,271,False
1.371,0.0,0.088,None,16.78,16.55,15.72,17.57,1017,78,3.74,0.0,74,True,False,False,False,False,False,False,False,18,271,False
0.835,0.0,0.0,None,16.24,15.93,15.57,16.93,1017,77,3.12,0.0,46,False,False,False,False,False,False,True,False,19,271,False
0.606,0.0,0.0,None,16.23,15.95,15.57,16.38,1017,78,2.63,0.0,71,True,False,False,False,False,False,False,False,20,271,False
0.543,0.0,0.0,None,15.73,15.5,15.34,16.38,1018,82,2.42,0.0,56,True,False,False,False,False,False,False,False,21,271,False
0.0,0.498,0.0,None,15.22,14.94,15.15,16.21,1018,82,2.83,0.0,56,True,False,False,False,False,False,False,False,22,271,False
0.0,0.446,0.0,None,15.72,15.46,15.34,16.21,1018,81,1.96,0.0,89,False,False,False,False,False,True,False,False,23,271,False
0.0,0.447,0.0,None,15.42,15.18,14.72,16.21,1016,83,1.64,0.0,98,False,False,False,False,False,True,False,False,0,272,False
0.0,0.441,0.0,None,15.16,14.98,14.72,15.82,1016,86,1.95,0.0,93,False,False,False,False,False,True,False,False,1,272,False
0.0,0.19,0.0,None,15.14,14.98,14.71,15.66,1015,87,1.44,0.0,100,False,False,False,False,False,True,False,False,2,272,False
0.0,0.196,0.0,None,15.17,15.07,15.15,15.66,1014,89,1.78,0.0,100,False,False,False,False,False,True,False,False,3,272,False
0.0,0.184,0.0,None,14.64,14.56,14.59,15.66,1013,92,2.27,0.0,100,False,False,False,False,False,True,False,False,4,272,False
0.0,0.187,0.0,None,14.63,14.58,14.59,15.66,1013,93,2.5,0.15,100,False,False,False,True,False,False,False,False,5,272,True
0.0,0.18,0.0,None,14.6,14.57,14.23,14.72,1012,94,2.92,0.71,100,False,False,False,True,False,False,False,False,6,272,True
0.0,0.221,0.0,None,15.14,15.16,14.23,15.66,1011,94,2.49,1.63,100,False,False,False,False,True,False,False,False,7,272,True
0.386,0.0,0.006,None,15.17,15.2,14.79,15.66,1011,94,3.02,2.0,100,False,False,False,False,True,False,False,False,8,272,True
0.084,0.0,0.154,Low,16.29,16.46,15.9,16.93,1011,95,3.7,0.44,99,False,False,False,True,False,False,False,False,9,272,True
0.029,0.0,0.194,High,16.85,17.07,16.21,17.72,1011,95,4.08,0.0,99,False,False,False,False,False,True,False,False,10,272,False
0.053,0.0,0.17,Low,16.81,17.0,16.72,17.01,1011,94,3.82,0.0,97,False,False,False,False,False,True,False,False,11,272,False
0.038,0.0,0.18,Medium,16.77,16.9,15.72,18.04,1011,92,5.19,0.0,20,False,True,False,False,False,False,False,False,12,272,False
0.0,0.0,0.219,High,18.49,18.48,18.12,18.72,1011,80,5.95,0.0,31,False,False,False,False,False,False,True,False,13,272,False
0.0,0.0,0.222,Very High,18.94,18.72,17.32,19.71,1011,70,6.03,0.0,28,False,False,False,False,False,False,True,False,14,272,False
0.0,0.0,0.22,High,19.01,18.79,17.88,20.26,1011,70,6.45,0.0,36,False,False,False,False,False,False,True,False,15,272,False
0.0,0.0,0.217,High,18.98,18.81,17.72,20.82,1012,72,5.91,0.0,40,False,False,False,False,False,False,True,False,16,272,False
0.042,0.0,0.147,Low,18.43,18.23,15.9,19.71,1012,73,4.8,0.0,29,False,False,False,False,False,False,True,False,17,272,False
0.336,0.0,0.046,None,17.33,17.16,15.9,18.04,1012,78,3.72,0.0,13,False,True,False,False,False,False,False,False,18,272,False
0.819,0.0,0.0,None,16.74,16.4,15.34,16.82,1013,74,3.26,0.0,10,False,False,False,False,False,False,False,True,19,272,False
0.674,0.0,0.0,None,16.16,15.84,14.72,16.26,1013,77,3.03,0.0,2,False,False,False,False,False,False,False,True,20,272,False
0.58,0.0,0.0,None,15.09,14.74,13.72,15.66,1014,80,3.32,0.0,1,False,False,False,False,False,False,False,True,21,272,False
0.0,0.419,0.0,None,14.55,14.18,13.04,15.66,1015,81,2.72,0.0,4,False,False,False,False,False,False,False,True,22,272,False
0.0,0.292,0.0,None,14.29,13.97,13.04,15.1,1016,84,2.46,0.0,2,False,False,False,False,False,False,False,True,23,272,False
0.0,0.183,0.0,None,13.45,13.1,11.93,14.54,1016,86,2.71,0.0,5,False,False,False,False,False,False,False,True,0,273,False
0.0,0.174,0.0,None,13.46,13.0,12.72,13.99,1017,82,2.69,0.0,2,False,False,False,False,False,False,False,True,1,273,False
0.0,0.193,0.0,None,13.09,12.49,10.26,13.68,1016,78,1.91,0.0,1,False,False,False,False,False,False,False,True,2,273,False
0.0,0.241,0.0,None,12.35,11.73,9.15,13.43,1016,80,2.3,0.0,0,False,False,False,False,False,False,False,True,3,273,False
0.0,0.175,0.0,None,11.8,11.12,8.6,12.88,1017,80,2.6,0.0,1,False,False,False,False,False,False,False,True,4,273,False
0.0,0.175,0.0,None,11.8,11.15,7.49,12.88,1017,81,2.32,0.0,17,False,True,False,False,False,False,False,False,5,273,False
0.0,0.178,0.0,None,11.77,11.12,10.72,12.01,1017,81,2.33,0.0,18,False,True,False,False,False,False,False,False,6,273,False
0.0,0.339,0.001,None,11.78,11.13,10.72,12.32,1018,81,1.95,0.0,0,False,False,False,False,False,False,False,True,7,273,False
0.285,0.0,0.23,Medium,14.46,13.92,12.72,15.15,1019,75,2.28,0.0,0,False,False,False,False,False,False,False,True,8,273,False
0.0,0.0,0.197,High,14.82,14.29,13.43,15.34,1019,74,2.22,0.0,5,False,False,False,False,False,False,False,True,9,273,False
0.0,0.0,0.213,Very High,16.98,16.48,14.54,17.37,1020,67,1.84,0.0,44,False,False,False,False,False,False,True,False,10,273,False
0.0,0.0,0.28,Very High,17.79,17.27,15.1,18.6,1020,63,1.95,0.0,23,False,True,False,False,False,False,False,False,11,273,False
0.0,0.0,0.259,Very High,19.18,18.77,16.21,20.82,1019,62,2.01,0.0,10,False,False,False,False,False,False,False,True,12,273,False
0.0,0.0,0.207,Very High,19.53,19.05,17.72,21.38,1019,58,1.99,0.0,4,False,False,False,False,False,False,False,True,13,273,False
0.0,0.0,0.195,Very High,20.5,20.09,17.32,22.49,1019,57,2.38,0.0,3,False,False,False,False,False,False,False,True,14,273,False
0.0,0.0,0.184,High,21.52,21.16,17.72,21.93,1019,55,3.26,0.0,78,True,False,False,False,False,False,False,False,15,273,False
0.0,0.0,0.198,High,21.5,21.12,16.72,23.04,1019,54,3.59,0.0,100,False,False,False,False,False,True,False,False,16,273,False
0.048,0.0,0.218,Low,19.95,19.57,16.72,21.38,1019,60,3.42,0.0,96,False,False,False,False,False,True,False,False,17,273,False
0.216,0.0,0.051,None,18.31,18.0,15.72,18.6,1020,69,2.79,0.0,15,False,True,False,False,False,False,False,False,18,273,False
0.35,0.0,0.0,None,17.51,17.25,15.72,17.93,1020,74,2.69,0.0,76,True,False,False,False,False,False,False,False,19,273,False
0.219,0.0,0.0,None,16.41,16.2,14.72,16.82,1021,80,2.35,0.0,100,False,False,False,False,False,True,False,False,20,273,False
0.256,0.0,0.0,None,16.14,15.87,14.15,16.26,1021,79,2.01,0.0,98,False,False,False,False,False,True,False,False,21,273,False
0.0,0.376,0.0,None,15.57,15.32,13.6,15.7,1021,82,1.68,0.0,97,False,False,False,False,False,True,False,False,22,273,False
0.0,0.363,0.0,None,15.31,15.06,13.04,15.7,1022,83,1.35,0.0,99,False,False,False,False,False,True,False,False,23,273,False
0.0,0.388,0.0,None,14.69,14.46,11.72,15.15,1022,86,1.34,0.0,99,False,False,False,False,False,True,False,False,0,274,False
0.0,0.382,0.0,None,14.47,14.24,11.93,15.1,1022,87,1.62,0.0,98,False,False,False,False,False,True,False,False,1,274,False
0.0,0.254,0.0,None,14.46,14.21,11.45,14.59,1022,86,1.85,0.0,99,False,False,False,False,False,True,False,False,2,274,False
0.0,0.185,0.0,None,13.88,13.57,10.82,14.04,1022,86,1.54,0.0,97,False,False,False,False,False,True,False,False,3,274,False
0.0,0.178,0.0,None,13.45,13.15,10.26,13.99,1023,88,1.39,0.0,95,False,False,False,False,False,True,False,False,4,274,False
0.0,0.179,0.0,None,13.44,13.14,9.71,13.48,1023,88,1.4,0.0,87,False,False,False,False,False,True,False,False,5,274,False
0.0,0.179,0.0,None,13.44,13.16,9.71,13.48,1023,89,1.44,0.0,23,False,True,False,False,False,False,False,False,6,274,False
0.0,0.175,0.001,None,13.47,13.14,10.72,13.48,1024,87,1.13,0.0,0,False,False,False,False,False,False,False,True,7,274,False
0.018,0.0,0.177,Medium,17.36,17.16,12.88,17.37,1025,77,1.45,0.0,0,False,False,False,False,False,False,False,True,8,274,False
0.348,0.0,0.456,Medium,19.04,18.88,16.72,19.04,1025,72,0.63,0.0,0,False,False,False,False,False,False,False,True,9,274,False
0.0,0.0,0.489,High,19.04,18.93,18.72,19.04,1025,74,0.94,0.0,6,False,False,False,False,False,False,False,True,10,274,False
0.0,0.0,0.399,Very High,20.7,20.55,19.72,20.7,1026,66,0.53,0.0,2,False,False,False,False,False,False,False,True,11,274,False
0.0,0.0,0.438,Very High,21.78,21.71,20.72,22.57,1025,65,1.04,0.0,0,False,False,False,False,False,False,False,True,12,274,False
0.0,0.0,0.641,High,22.8,22.7,19.72,24.15,1025,60,1.48,0.0,0,False,False,False,False,False,False,False,True,13,274,False
0.0,0.0,0.379,Very High,24.43,24.36,20.72,25.82,1025,55,1.64,0.0,0,False,False,False,False,False,False,False,True,14,274,False
0.0,0.0,0.394,High,24.25,24.09,19.54,25.82,1025,52,1.67,0.0,0,False,False,False,False,False,False,False,True,15,274,False
0.0,0.0,0.335,High,24.82,24.77,20.1,25.82,1024,54,1.78,0.0,16,False,True,False,False,False,False,False,False,16,274,False
0.083,0.0,0.26,Low,23.25,23.07,19.72,25.26,1024,55,1.91,0.0,33,False,False,False,False,False,False,True,False,17,274,False
0.399,0.0,0.028,None,21.75,21.81,19.54,21.93,1024,70,1.86,0.0,33,False,False,False,False,False,False,True,False,18,274,False
0.356,0.0,0.0,None,19.58,19.58,18.43,20.82,1025,76,2.01,0.0,54,True,False,False,False,False,False,False,False,19,274,False
0.288,0.0,0.0,None,18.27,18.24,14.72,18.68,1025,80,2.07,0.0,73,True,False,False,False,False,False,False,False,20,274,False
0.286,0.0,0.0,None,17.67,17.66,13.72,17.93,1025,83,2.03,0.0,72,True,False,False,False,False,False,False,False,21,274,False
0.0,0.323,0.0,None,17.65,17.64,13.72,17.93,1025,83,1.88,0.0,74,True,False,False,False,False,False,False,False,22,274,False
0.0,0.422,0.0,None,17.06,17.01,12.72,17.37,1025,84,1.84,0.0,66,True,False,False,False,False,False,False,False,23,274,False
0.0,0.408,0.0,None,16.99,16.83,11.72,17.37,1025,80,1.87,0.0,50,False,False,False,False,False,False,True,False,0,275,False
0.0,0.222,0.0,None,18.4,18.23,11.72,18.48,1025,74,1.7,0.0,52,True,False,False,False,False,False,False,False,1,275,False
0.0,0.22,0.0,None,18.45,18.26,11.72,18.48,1025,73,1.63,0.0,12,False,True,False,False,False,False,False,False,2,275,False
0.0,0.217,0.0,None,11.93,11.63,11.38,12.57,1025,94,1.58,0.0,57,True,False,False,False,False,False,False,False,3,275,False
0.0,0.218,0.0,None,11.04,10.68,10.53,11.72,1024,95,1.72,0.0,54,True,False,False,False,False,False,False,False,4,275,False
0.0,0.216,0.0,None,10.71,10.32,10.13,11.72,1024,95,1.83,0.0,35,False,False,False,False,False,False,True,False,5,275,False
0.0,0.218,0.0,None,10.94,10.54,10.37,14.72,1024,94,1.9,0.0,63,True,False,False,False,False,False,False,False,6,275,False
0.0,0.22,0.004,None,11.44,11.09,10.85,13.43,1024,94,1.97,0.0,64,True,False,False,False,False,False,False,False,7,275,False
0.063,0.0,0.155,Medium,15.34,15.2,14.72,16.29,1024,87,2.15,0.0,68,True,False,False,False,False,False,False,False,8,275,False
0.0,0.0,0.193,High,22.93,22.85,18.72,22.93,1024,60,1.54,0.0,78,True,False,False,False,False,False,False,False,9,275,False
0.0,0.0,0.187,High,24.59,24.46,21.72,24.59,1024,52,1.39,0.0,56,True,False,False,False,False,False,False,False,10,275,False
0.168,0.0,0.434,High,25.42,25.38,23.72,25.7,1024,52,1.09,0.0,38,False,False,False,False,False,False,True,False,11,275,False
0.817,0.0,1.095,None,27.2,27.54,23.72,27.37,1023,49,0.95,0.0,47,False,False,False,False,False,False,True,False,12,275,False
0.324,0.0,0.97,Medium,28.3,28.16,24.72,28.48,1022,43,1.19,0.0,40,False,False,False,False,False,False,True,False,13,275,False
0.323,0.0,0.74,Medium,28.45,28.07,23.43,30.26,1022,40,1.52,0.0,14,False,True,False,False,False,False,False,False,14,275,False
0.0,0.0,0.354,High,29.05,28.48,24.54,31.38,1021,38,2.04,0.0,15,False,True,False,False,False,False,False,False,15,275,False
0.141,0.0,0.381,Medium,29.02,28.72,24.72,31.38,1020,41,2.24,0.0,13,False,True,False,False,False,False,False,False,16,275,False
0.074,0.0,0.226,Medium,27.12,27.06,23.72,27.37,1020,42,2.31,0.0,28,False,False,False,False,False,False,True,False,17,275,False
0.402,0.0,0.022,None,25.25,25.06,21.72,25.7,1020,47,2.41,0.0,35,False,False,False,False,False,False,True,False,18,275,False
0.914,0.0,0.0,None,23.13,22.93,19.72,23.48,1021,55,2.51,0.0,48,False,False,False,False,False,False,True,False,19,275,False
0.551,0.0,0.0,None,22.36,22.11,17.72,22.93,1020,56,2.55,0.0,5,False,False,False,False,False,False,False,True,20,275,False
0.529,0.0,0.0,None,18.76,18.73,16.72,21.77,1021,78,2.57,0.0,2,False,False,False,False,False,False,False,True,21,275,False
0.0,0.614,0.0,None,21.41,21.23,15.72,21.82,1021,62,2.23,0.0,1,False,False,False,False,False,False,False,True,22,275,False
0.0,0.498,0.0,None,21.25,21.0,17.72,21.26,1020,60,2.13,0.0,1,False,False,False,False,False,False,False,True,23,275,False
0.0,0.382,0.0,None,16.54,16.42,15.97,19.54,1020,83,2.06,0.0,1,False,False,False,False,False,False,False,True,0,276,False
0.0,0.411,0.0,None,16.51,16.33,15.89,17.11,1020,81,1.76,0.0,0,False,False,False,False,False,False,False,True,1,276,False
0.0,0.207,0.0,None,16.18,15.92,15.69,18.43,1020,79,1.96,0.0,0,False,False,False,False,False,False,False,True,2,276,False
0.0,0.173,0.0,None,16.07,15.74,15.58,17.88,1020,77,2.21,0.0,0,False,False,False,False,False,False,False,True,3,276,False
0.0,0.174,0.0,None,15.39,15.02,14.72,17.88,1019,78,2.2,0.0,0,False,False,False,False,False,False,False,True,4,276,False
0.0,0.176,0.0,None,15.03,14.65,14.6,17.32,1019,79,2.11,0.0,1,False,False,False,False,False,False,False,True,5,276,False
0.0,0.172,0.0,None,14.55,14.18,12.72,16.77,1019,81,1.9,0.0,0,False,False,False,False,False,False,False,True,6,276,False
0.0,0.442,0.002,None,14.28,13.96,12.72,16.77,1020,84,1.81,0.0,1,False,False,False,False,False,False,False,True,7,276,False
0.08,0.0,0.152,Low,16.84,16.64,15.72,17.37,1020,79,2.05,0.0,0,False,False,False,False,False,False,False,True,8,276,False
0.0,0.0,0.181,High,24.59,24.25,20.72,24.59,1021,44,1.42,0.0,4,False,False,False,False,False,False,False,True,9,276,False
0.0,0.0,0.257,High,26.26,26.26,23.72,26.26,1021,43,0.72,0.0,67,True,False,False,False,False,False,False,False,10,276,False
0.0,0.0,0.186,Very High,27.93,28.04,25.72,27.93,1021,46,0.11,0.0,45,False,False,False,False,False,False,True,False,11,276,False
0.0,0.0,0.197,Very High,27.73,27.92,23.72,27.93,1021,47,0.44,0.0,29,False,False,False,False,False,False,True,False,12,276,False
0.0,0.0,0.196,Very High,28.27,27.76,23.72,29.15,1021,38,0.8,0.0,56,True,False,False,False,False,False,False,False,13,276,False
0.0,0.0,0.194,Very High,29.37,28.8,24.72,30.26,1020,38,1.07,0.0,36,False,False,False,False,False,False,True,False,14,276,False
0.0,0.0,0.191,High,29.42,28.76,23.43,30.26,1020,37,1.96,0.0,0,False,False,False,False,False,False,False,True,15,276,False
0.0,0.0,0.184,High,29.12,28.55,22.72,29.71,1020,38,2.37,0.0,0,False,False,False,False,False,False,False,True,16,276,False
0.021,0.0,0.156,Medium,26.15,26.15,20.72,28.04,1021,47,1.93,0.0,0,False,False,False,False,False,False,False,True,17,276,False
