,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),datetime,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
653,0.0,0.329,0.0,None,2022-01-28 05:00:00,8.49,6.7,4.23,9.54,1029,66,2.99,,0,sky is clear
654,0.0,0.341,0.0,None,2022-01-28 06:00:00,10.17,8.86,4.23,10.72,1030,62,3.05,,0,sky is clear
655,0.0,1.518,0.0,None,2022-01-28 07:00:00,8.26,6.36,4.23,8.99,1030,60,3.1,,0,sky is clear
656,0.786,0.0,0.188,Low,2022-01-28 08:00:00,8.64,6.78,4.23,9.0,1031,59,3.17,,0,sky is clear
657,0.0,0.0,0.302,High,2022-01-28 09:00:00,9.35,7.41,8.43,10.67,1031,57,3.57,,0,sky is clear
658,0.0,0.0,0.301,High,2022-01-28 10:00:00,11.04,9.51,9.54,11.72,1032,50,3.82,,0,sky is clear
659,0.0,0.0,0.3,Very High,2022-01-28 11:00:00,14.02,12.16,12.23,14.04,1032,26,3.49,,0,sky is clear
660,0.0,0.0,0.299,Very High,2022-01-28 12:00:00,15.08,13.3,13.34,15.15,1031,25,3.76,,0,sky is clear
661,0.0,0.0,0.313,High,2022-01-28 13:00:00,16.23,14.59,15.01,17.01,1030,26,3.67,,0,sky is clear
662,0.0,0.0,0.305,High,2022-01-28 14:00:00,16.81,15.17,15.57,17.72,1029,24,3.25,,0,sky is clear
663,0.0,0.0,0.302,Medium,2022-01-28 15:00:00,17.38,15.75,16.68,17.72,1029,22,2.74,,0,sky is clear
664,0.128,0.0,0.17,Low,2022-01-28 16:00:00,17.8,16.16,15.66,17.93,1029,20,1.58,,0,sky is clear
665,0.307,0.0,0.005,None,2022-01-28 17:00:00,15.24,13.99,14.72,16.78,1029,45,2.69,,0,sky is clear
666,0.376,0.0,0.0,None,2022-01-28 18:00:00,11.89,10.36,9.31,15.66,1030,47,3.29,,0,sky is clear
667,0.738,0.0,0.0,None,2022-01-28 19:00:00,10.48,8.89,8.72,12.04,1030,50,3.31,,0,sky is clear
668,0.883,0.0,0.0,None,2022-01-28 20:00:00,8.99,7.61,7.6,10.34,1030,49,2.53,,0,sky is clear
669,0.483,0.0,0.0,None,2022-01-28 21:00:00,8.05,6.47,6.67,8.8,1030,50,2.56,,0,sky is clear
670,0.0,0.454,0.0,None,2022-01-28 22:00:00,7.81,6.03,7.6,8.12,1031,53,2.78,,0,sky is clear
671,0.0,0.513,0.0,None,2022-01-28 23:00:00,6.15,4.06,5.17,7.57,1031,55,2.76,,0,sky is clear
672,0.0,1.602,0.0,None,2022-01-29 00:00:00,6.24,4.13,5.38,6.93,1031,55,2.81,,0,sky is clear
673,0.0,0.371,0.0,None,2022-01-29 01:00:00,5.9,3.59,5.21,6.63,1031,59,3.0,,0,sky is clear
674,0.0,0.367,0.0,None,2022-01-29 02:00:00,4.9,2.25,4.29,6.72,1031,58,3.19,,0,sky is clear
675,0.0,0.783,0.0,None,2022-01-29 03:00:00,4.95,2.19,4.37,5.72,1031,59,3.36,,0,sky is clear
676,0.0,0.54,0.0,None,2022-01-29 04:00:00,5.09,2.36,3.72,5.77,1031,57,3.36,,0,sky is clear
677,0.0,0.46,0.0,None,2022-01-29 05:00:00,4.26,1.44,3.68,4.98,1031,58,3.24,,0,sky is clear
678,0.0,0.344,0.0,None,2022-01-29 06:00:00,6.37,3.98,4.23,8.99,1031,59,3.25,,0,sky is clear
679,0.0,0.338,0.0,None,2022-01-29 07:00:00,3.09,0.0,2.58,3.8,1032,62,3.28,,0,sky is clear
680,0.154,0.0,0.193,None,2022-01-29 08:00:00,3.29,0.22,2.85,8.72,1032,63,3.31,,0,sky is clear
681,0.0,0.0,0.298,Medium,2022-01-29 09:00:00,5.75,3.06,5.46,8.43,1032,59,3.53,,0,sky is clear
682,0.0,0.0,0.315,High,2022-01-29 10:00:00,10.45,8.93,9.97,11.3,1033,53,3.59,,0,sky is clear
683,0.0,0.0,0.428,High,2022-01-29 11:00:00,15.63,14.01,13.72,15.7,1033,29,2.93,,0,sky is clear
684,0.218,0.0,0.587,High,2022-01-29 12:00:00,16.78,15.22,14.79,16.82,1032,27,2.85,,0,sky is clear
685,0.0,0.0,0.299,High,2022-01-29 13:00:00,17.91,16.44,16.68,17.93,1032,26,2.89,,0,sky is clear
686,0.032,0.0,0.423,High,2022-01-29 14:00:00,18.53,17.04,17.79,19.72,1031,23,2.63,,0,sky is clear
687,0.0,0.0,0.384,Medium,2022-01-29 15:00:00,18.51,16.99,17.32,20.34,1030,22,2.34,,0,sky is clear
688,0.314,0.0,0.165,None,2022-01-29 16:00:00,18.49,16.97,18.12,18.72,1030,22,1.39,,2,sky is clear
689,0.535,0.0,0.007,None,2022-01-29 17:00:00,15.77,14.73,14.33,17.71,1030,51,2.1,,0,sky is clear
690,0.502,0.0,0.0,None,2022-01-29 18:00:00,13.05,11.56,10.92,16.14,1030,44,2.3,,0,sky is clear
691,0.481,0.0,0.0,None,2022-01-29 19:00:00,10.93,9.51,8.52,14.26,1030,55,2.44,,1,sky is clear
692,0.366,0.0,0.0,None,2022-01-29 20:00:00,9.12,8.18,8.31,11.72,1030,68,1.98,,1,sky is clear
693,0.438,0.0,0.0,None,2022-01-29 21:00:00,7.58,6.52,7.07,9.23,1030,73,1.85,,1,sky is clear
694,0.0,0.42,0.0,None,2022-01-29 22:00:00,11.27,10.31,7.57,12.33,1030,71,2.17,,1,sky is clear
695,0.0,0.843,0.0,None,2022-01-29 23:00:00,6.76,5.12,6.17,7.33,1030,69,2.34,,0,sky is clear
696,0.0,0.518,0.0,None,2022-01-30 00:00:00,10.91,9.75,7.01,11.21,1030,65,2.56,,0,sky is clear
697,0.0,0.305,0.0,None,2022-01-30 01:00:00,9.16,7.65,8.72,10.57,1030,63,2.76,,0,sky is clear
698,0.0,0.315,0.0,None,2022-01-30 02:00:00,9.04,7.41,7.01,9.54,1030,63,2.91,,0,sky is clear
699,0.0,0.331,0.0,None,2022-01-30 03:00:00,8.49,6.72,5.9,9.54,1029,63,2.97,,0,sky is clear
700,0.0,0.306,0.0,None,2022-01-30 04:00:00,8.98,7.28,8.72,9.54,1029,63,3.01,,0,sky is clear
701,0.0,0.306,0.0,None,2022-01-30 05:00:00,9.14,7.46,7.88,9.72,1029,64,3.03,,0,sky is clear
702,0.0,0.298,0.0,None,2022-01-30 06:00:00,7.26,5.16,5.34,8.9,1029,67,3.1,,0,sky is clear
703,0.0,0.289,0.0,None,2022-01-30 07:00:00,7.93,5.93,6.21,8.9,1029,68,3.15,,0,sky is clear
704,0.104,0.0,0.173,Low,2022-01-30 08:00:00,8.63,6.75,8.43,9.45,1029,69,3.2,,0,sky is clear
705,0.115,0.0,0.483,Medium,2022-01-30 09:00:00,9.63,7.78,8.44,10.01,1029,64,3.52,,0,sky is clear
706,0.0,0.0,0.483,High,2022-01-30 10:00:00,12.03,10.8,10.66,12.72,1030,58,3.29,,0,sky is clear
707,0.259,0.0,0.685,Medium,2022-01-30 11:00:00,14.97,13.88,13.43,15.72,1030,52,2.34,,0,sky is clear
708,0.765,0.0,0.847,Medium,2022-01-30 12:00:00,17.89,16.47,15.01,17.93,1029,28,1.79,,0,sky is clear
709,0.93,0.0,0.825,Medium,2022-01-30 13:00:00,19.33,18.02,16.68,19.59,1029,27,1.63,,0,sky is clear
710,0.006,0.0,0.521,Medium,2022-01-30 14:00:00,19.94,18.56,17.23,20.15,1028,22,1.28,,3,sky is clear
711,0.542,0.0,0.456,Low,2022-01-30 15:00:00,18.94,17.57,17.72,19.04,1027,26,0.78,,1,sky is clear
712,1.48,0.0,0.163,None,2022-01-30 16:00:00,18.45,17.13,17.88,18.48,1027,30,0.38,,0,sky is clear
713,1.296,0.0,0.016,None,2022-01-30 17:00:00,16.81,15.38,16.22,17.01,1027,32,1.45,,3,sky is clear
714,0.705,0.0,0.0,None,2022-01-30 18:00:00,12.81,11.66,12.72,15.11,1027,58,1.91,,4,sky is clear
715,1.758,0.0,0.0,None,2022-01-30 19:00:00,11.79,10.59,9.72,14.0,1027,60,1.95,,4,sky is clear
716,1.066,0.0,0.0,None,2022-01-30 20:00:00,10.22,9.2,7.72,14.0,1028,73,2.25,,6,sky is clear
717,1.706,0.0,0.0,None,2022-01-30 21:00:00,9.06,7.68,6.72,12.33,1028,76,2.54,,0,sky is clear
718,0.0,0.531,0.0,None,2022-01-30 22:00:00,7.56,6.3,4.72,11.12,1029,75,2.05,,0,sky is clear
719,0.0,0.519,0.0,None,2022-01-30 23:00:00,6.99,5.68,5.72,9.54,1029,78,2.01,,0,sky is clear
720,0.0,0.618,0.0,None,2022-01-31 00:00:00,5.96,4.69,4.72,8.44,1029,79,1.8,,0,sky is clear
721,0.0,0.754,0.0,None,2022-01-31 01:00:00,5.54,4.52,4.72,7.32,1029,82,1.53,,0,sky is clear
722,0.0,0.437,0.0,None,2022-01-31 02:00:00,6.05,5.31,5.72,7.79,1029,82,1.37,,0,sky is clear
723,0.0,0.439,0.0,None,2022-01-31 03:00:00,3.83,2.59,2.72,6.21,1029,84,1.52,,0,sky is clear
724,0.0,0.381,0.0,None,2022-01-31 04:00:00,3.65,2.21,2.72,5.66,1029,88,1.65,,0,sky is clear
725,0.0,0.356,0.0,None,2022-01-31 05:00:00,1.8,-0.04,0.82,5.1,1029,87,1.74,,0,sky is clear
726,0.0,0.349,0.0,None,2022-01-31 06:00:00,1.35,-0.6,0.46,5.72,1029,87,1.77,,0,sky is clear
727,0.0,1.468,0.0,None,2022-01-31 07:00:00,0.99,-0.97,0.12,4.72,1029,87,1.74,,0,sky is clear
728,0.821,0.0,0.151,None,2022-01-31 08:00:00,0.32,-2.19,-0.59,1.33,1030,91,2.09,,32,scattered clouds
729,0.0,0.0,0.374,Medium,2022-01-31 09:00:00,3.67,1.12,2.47,6.78,1031,81,2.74,,0,sky is clear
730,0.0,0.0,0.353,High,2022-01-31 10:00:00,13.48,11.95,9.72,13.48,1031,41,1.83,,0,sky is clear
731,0.0,0.0,0.353,High,2022-01-31 11:00:00,15.7,14.34,11.72,15.7,1031,39,1.23,,0,sky is clear
732,0.0,0.0,0.348,Very High,2022-01-31 12:00:00,15.55,14.28,11.78,15.7,1031,43,1.08,,0,sky is clear
733,0.0,0.0,0.342,High,2022-01-31 13:00:00,16.7,15.44,14.72,16.82,1030,39,1.14,,0,sky is clear
734,0.0,0.0,0.375,High,2022-01-31 14:00:00,17.36,16.12,15.9,17.37,1029,37,0.77,,0,sky is clear
735,0.03,0.0,0.43,Medium,2022-01-31 15:00:00,17.35,16.13,16.12,17.37,1029,38,0.86,,0,sky is clear
736,0.159,0.0,0.192,Low,2022-01-31 16:00:00,16.81,15.51,15.67,16.82,1029,37,1.36,,0,sky is clear
737,0.34,0.0,0.007,None,2022-01-31 17:00:00,16.6,15.33,12.72,16.82,1029,39,2.02,,0,sky is clear
738,0.853,0.0,0.0,None,2022-01-31 18:00:00,11.77,10.52,11.72,12.89,1029,58,2.4,,0,sky is clear
739,0.939,0.0,0.0,None,2022-01-31 19:00:00,8.86,6.99,8.72,12.79,1030,68,3.26,,0,sky is clear
740,0.99,0.0,0.0,None,2022-01-31 20:00:00,7.76,6.0,6.72,12.33,1030,69,2.73,,0,sky is clear
741,0.764,0.0,0.0,None,2022-01-31 21:00:00,7.56,5.8,6.72,11.22,1030,68,2.68,,0,sky is clear
742,0.0,0.734,0.0,None,2022-01-31 22:00:00,6.54,4.62,5.72,10.11,1031,68,2.63,,0,sky is clear
743,0.0,0.403,0.0,None,2022-01-31 23:00:00,6.54,4.23,5.72,10.11,1031,69,3.19,,0,sky is clear
744,0.0,0.357,0.0,None,2022-02-01 00:00:00,8.99,7.07,8.68,9.31,1032,69,3.4,,0,sky is clear
745,0.0,0.418,0.0,None,2022-02-01 01:00:00,8.57,6.56,7.3,9.33,1032,70,3.39,,0,sky is clear
746,0.0,0.371,0.0,None,2022-02-01 02:00:00,7.87,5.88,6.67,8.66,1032,72,3.12,,0,sky is clear
747,0.0,0.354,0.0,None,2022-02-01 03:00:00,7.18,5.13,5.72,7.96,1031,75,2.99,,0,sky is clear
748,0.0,0.364,0.0,None,2022-02-01 04:00:00,7.25,5.2,6.09,7.96,1032,74,3.02,,0,sky is clear
749,0.0,0.338,0.0,None,2022-02-01 05:00:00,6.6,4.52,5.48,7.72,1032,75,2.87,,0,sky is clear
750,0.0,0.344,0.0,None,2022-02-01 06:00:00,6.85,4.92,5.76,9.72,1032,75,2.73,,0,sky is clear
751,0.0,1.114,0.001,None,2022-02-01 07:00:00,9.79,8.44,5.34,10.11,1032,74,2.7,,0,sky is clear
752,0.275,0.0,0.185,Low,2022-02-01 08:00:00,9.14,7.51,4.79,10.72,1033,59,2.95,,0,sky is clear
753,0.0,0.0,0.308,Medium,2022-02-01 09:00:00,10.24,8.81,6.45,11.78,1033,57,3.58,,0,sky is clear
754,0.0,0.0,0.317,High,2022-02-01 10:00:00,11.84,10.36,11.82,12.72,1033,49,2.94,,0,sky is clear
755,0.0,0.0,0.31,High,2022-02-01 11:00:00,14.03,12.61,13.72,14.04,1033,43,2.5,,0,sky is clear
756,0.0,0.0,0.329,Very High,2022-02-01 12:00:00,15.18,13.88,13.68,15.72,1033,43,2.53,,0,sky is clear
757,0.0,0.0,0.471,High,2022-02-01 13:00:00,15.79,14.52,15.34,17.72,1032,42,2.66,,0,sky is clear
758,0.131,0.0,0.497,High,2022-02-01 14:00:00,16.39,15.18,16.26,18.72,1031,42,2.81,,0,sky is clear
759,0.0,0.0,0.332,Medium,2022-02-01 15:00:00,17.44,16.26,17.01,18.72,1030,39,2.7,,0,sky is clear
760,0.133,0.0,0.185,Low,2022-02-01 16:00:00,17.44,16.28,17.01,18.72,1029,40,2.33,,0,sky is clear
761,0.291,0.0,0.006,None,2022-02-01 17:00:00,18.46,17.98,15.9,18.72,1029,62,2.05,,0,sky is clear
762,0.659,0.0,0.0,None,2022-02-01 18:00:00,14.28,13.28,13.27,16.72,1029,58,3.19,,0,sky is clear
763,0.822,0.0,0.0,None,2022-02-01 19:00:00,14.9,14.09,13.12,15.67,1029,63,2.69,,0,sky is clear
764,1.115,0.0,0.0,None,2022-02-01 20:00:00,12.52,11.6,11.45,13.15,1029,68,2.92,,0,sky is clear
765,0.573,0.0,0.0,None,2022-02-01 21:00:00,11.33,10.37,10.34,11.85,1029,71,3.11,,0,sky is clear
766,0.0,0.799,0.0,None,2022-02-01 22:00:00,11.48,10.22,10.02,15.72,1028,59,3.53,,0,sky is clear
767,0.0,0.604,0.0,None,2022-02-01 23:00:00,11.46,10.25,10.23,15.72,1029,61,3.48,,0,sky is clear
768,0.0,0.494,0.0,None,2022-02-02 00:00:00,10.95,9.8,10.07,14.72,1029,65,2.79,,0,sky is clear
769,0.0,0.496,0.0,None,2022-02-02 01:00:00,9.5,8.37,9.06,14.72,1029,73,2.3,,0,sky is clear
770,0.0,0.403,0.0,None,2022-02-02 02:00:00,8.86,7.38,8.09,14.72,1029,75,2.64,,0,sky is clear
771,0.0,0.343,0.0,None,2022-02-02 03:00:00,8.48,6.67,7.63,13.72,1029,75,3.03,,0,sky is clear
772,0.0,0.34,0.0,None,2022-02-02 04:00:00,8.48,6.51,7.63,13.72,1028,76,3.29,,0,sky is clear
773,0.0,0.398,0.0,None,2022-02-02 05:00:00,8.41,6.36,7.49,13.72,1028,75,3.4,,0,sky is clear
774,0.0,0.352,0.0,None,2022-02-02 06:00:00,8.25,6.17,7.4,12.72,1028,76,3.4,,0,sky is clear
775,0.0,1.389,0.0,None,2022-02-02 07:00:00,8.21,6.2,7.39,11.72,1028,78,3.26,,0,sky is clear
776,0.287,0.0,0.2,Low,2022-02-02 08:00:00,11.58,10.83,11.12,12.01,1028,78,3.11,,0,sky is clear
777,0.0,0.0,0.321,High,2022-02-02 09:00:00,12.71,11.99,12.23,12.89,1028,75,3.56,,0,sky is clear
778,0.0,0.0,0.33,High,2022-02-02 10:00:00,14.48,13.73,13.34,15.9,1028,67,2.99,,0,sky is clear
779,0.0,0.0,0.33,High,2022-02-02 11:00:00,17.31,16.35,15.01,18.12,1028,48,2.55,,0,sky is clear
780,0.0,0.0,0.327,Very High,2022-02-02 12:00:00,18.99,18.12,16.68,20.34,1027,45,2.42,,0,sky is clear
781,0.0,0.0,0.326,High,2022-02-02 13:00:00,19.58,18.79,18.34,22.01,1026,46,2.17,,0,sky is clear
782,0.0,0.0,0.339,High,2022-02-02 14:00:00,19.5,18.65,17.72,21.45,1025,44,1.99,,0,sky is clear
783,0.004,0.0,0.404,Medium,2022-02-02 15:00:00,19.39,18.56,15.72,20.34,1025,45,2.0,,0,sky is clear
784,0.147,0.0,0.183,Low,2022-02-02 16:00:00,19.34,18.53,16.22,19.79,1024,46,2.09,,2,sky is clear
785,0.31,0.0,0.008,None,2022-02-02 17:00:00,16.23,15.45,14.72,16.77,1025,59,2.3,,58,broken clouds
786,0.4,0.0,0.0,None,2022-02-02 18:00:00,14.54,13.67,12.72,14.59,1025,62,2.43,,60,broken clouds
787,0.482,0.0,0.0,None,2022-02-02 19:00:00,13.5,12.52,13.34,14.0,1025,62,0.45,,99,overcast clouds
788,0.756,0.0,0.0,None,2022-02-02 20:00:00,12.96,12.01,12.57,14.0,1025,65,0.67,,100,overcast clouds
789,0.627,0.0,0.0,None,2022-02-02 21:00:00,12.94,11.86,12.01,13.44,1025,60,0.75,,99,overcast clouds
790,0.0,0.545,0.0,None,2022-02-02 22:00:00,12.34,11.17,10.9,12.37,1026,59,1.61,,99,overcast clouds
791,0.0,0.404,0.0,None,2022-02-02 23:00:00,10.39,9.65,9.72,11.21,1025,83,1.87,,94,overcast clouds
792,0.0,0.396,0.0,None,2022-02-03 00:00:00,10.45,9.77,8.68,10.72,1025,85,1.71,,86,overcast clouds
793,0.0,0.396,0.0,None,2022-02-03 01:00:00,8.3,7.56,7.72,9.54,1024,87,1.64,,93,overcast clouds
794,0.0,0.381,0.0,None,2022-02-03 02:00:00,8.81,8.34,8.34,8.99,1024,88,1.46,,98,overcast clouds
795,0.0,0.321,0.0,None,2022-02-03 03:00:00,11.01,9.79,7.01,11.26,1024,62,1.58,,94,overcast clouds
796,0.0,0.333,0.0,None,2022-02-03 04:00:00,7.77,7.15,7.72,8.9,1024,89,1.46,,99,overcast clouds
797,0.0,0.327,0.0,None,2022-02-03 05:00:00,10.01,8.89,6.45,10.15,1023,70,1.36,,100,overcast clouds
798,0.0,0.331,0.0,None,2022-02-03 06:00:00,8.1,7.52,6.68,8.72,1023,89,1.47,,94,overcast clouds
799,0.0,1.235,0.0,None,2022-02-03 07:00:00,10.58,9.5,6.77,10.7,1023,69,1.41,,99,overcast clouds
800,0.447,0.0,0.041,None,2022-02-03 08:00:00,10.06,8.92,6.72,10.15,1024,69,1.46,,100,overcast clouds
801,0.106,0.0,0.249,Low,2022-02-03 09:00:00,10.08,8.97,7.23,10.15,1024,70,1.1,,100,overcast clouds
802,0.013,0.0,0.328,Medium,2022-02-03 10:00:00,11.22,10.25,8.44,11.26,1025,71,0.97,,100,overcast clouds
803,0.011,0.0,0.349,Medium,2022-02-03 11:00:00,12.87,11.94,10.66,12.93,1025,66,1.41,,100,overcast clouds
804,0.045,0.0,0.362,Medium,2022-02-03 12:00:00,14.52,13.8,13.68,14.59,1024,68,1.77,,96,overcast clouds
805,0.021,0.0,0.406,Medium,2022-02-03 13:00:00,14.6,13.92,13.9,15.11,1024,69,2.22,,99,overcast clouds
806,0.069,0.0,0.278,Low,2022-02-03 14:00:00,15.11,14.53,13.34,16.77,1024,71,2.21,,100,overcast clouds
807,0.179,0.0,0.181,None,2022-02-03 15:00:00,15.1,14.49,13.34,16.21,1023,70,2.08,,97,overcast clouds
808,0.221,0.0,0.149,None,2022-02-03 16:00:00,14.57,13.94,13.34,15.66,1023,71,2.18,,98,overcast clouds
809,0.566,0.0,0.021,None,2022-02-03 17:00:00,14.0,13.44,12.72,15.1,1023,76,1.66,,100,overcast clouds
810,0.703,0.0,0.0,None,2022-02-03 18:00:00,12.89,12.3,11.68,13.99,1024,79,2.07,,98,overcast clouds
811,1.116,0.0,0.0,None,2022-02-03 19:00:00,11.8,11.25,10.72,12.88,1024,85,1.37,,95,overcast clouds
812,0.555,0.0,0.0,None,2022-02-03 20:00:00,11.25,10.75,10.57,11.78,1024,89,0.34,,96,overcast clouds
813,1.335,0.0,0.0,None,2022-02-03 21:00:00,10.75,10.23,10.57,11.72,1024,90,0.48,,89,overcast clouds
814,0.0,0.897,0.0,None,2022-02-03 22:00:00,10.75,10.28,10.01,11.72,1024,92,0.5,,100,overcast clouds
815,0.0,0.942,0.0,None,2022-02-03 23:00:00,10.7,10.23,10.66,10.9,1024,92,0.44,,99,overcast clouds
816,0.0,1.719,0.0,None,2022-02-04 00:00:00,10.7,10.23,10.66,10.9,1024,92,1.38,,96,overcast clouds
817,0.0,0.856,0.0,None,2022-02-04 01:00:00,10.68,10.18,9.45,10.72,1024,91,1.23,,97,overcast clouds
818,0.0,0.598,0.0,None,2022-02-04 02:00:00,10.66,10.18,9.45,10.72,1024,92,1.47,,99,overcast clouds
819,0.0,0.542,0.0,None,2022-02-04 03:00:00,10.66,10.18,9.54,10.72,1024,92,1.71,,100,overcast clouds
820,0.0,0.392,0.0,None,2022-02-04 04:00:00,10.66,10.18,9.45,10.72,1024,92,1.72,,100,overcast clouds
821,0.0,0.407,0.0,None,2022-02-04 05:00:00,10.66,10.18,9.45,10.72,1024,92,1.48,,100,overcast clouds
822,0.0,0.374,0.0,None,2022-02-04 06:00:00,10.6,10.12,8.99,10.7,1024,92,1.22,,99,overcast clouds
823,0.0,1.524,0.0,None,2022-02-04 07:00:00,10.64,10.16,8.99,10.72,1024,92,1.03,,100,overcast clouds
824,0.473,0.0,0.024,None,2022-02-04 08:00:00,10.64,10.16,8.99,10.72,1025,92,0.85,,100,overcast clouds
825,0.232,0.0,0.049,None,2022-02-04 09:00:00,10.7,10.25,10.01,10.72,1025,93,1.0,,100,overcast clouds
826,0.183,0.0,0.1,None,2022-02-04 10:00:00,11.24,10.85,10.1,11.72,1026,93,0.61,,100,overcast clouds
827,0.096,0.0,0.183,Low,2022-02-04 11:00:00,11.25,10.86,10.72,12.33,1026,93,0.23,,100,overcast clouds
828,0.036,0.0,0.24,Medium,2022-02-04 12:00:00,11.37,10.96,11.26,13.12,1026,92,1.35,,100,overcast clouds
829,0.098,0.0,0.187,None,2022-02-04 13:00:00,11.86,11.4,11.77,13.68,1025,88,2.23,,100,overcast clouds
830,0.134,0.0,0.183,None,2022-02-04 14:00:00,12.92,12.38,12.23,12.93,1024,81,2.68,,100,overcast clouds
831,0.38,0.0,0.076,None,2022-02-04 15:00:00,12.92,12.36,12.23,13.68,1024,80,3.28,,100,overcast clouds
832,0.235,0.0,0.084,None,2022-02-04 16:00:00,12.41,11.82,12.37,13.12,1024,81,3.14,,100,overcast clouds
833,0.366,0.0,0.02,None,2022-02-04 17:00:00,12.35,11.76,11.72,12.88,1025,81,2.62,,99,overcast clouds
834,0.572,0.0,0.0,None,2022-02-04 18:00:00,11.78,11.15,10.72,12.57,1025,82,1.94,,100,overcast clouds
835,0.984,0.0,0.0,None,2022-02-04 19:00:00,11.75,11.17,10.72,11.82,1026,84,1.9,,100,overcast clouds
836,1.115,0.0,0.0,None,2022-02-04 20:00:00,10.7,10.07,10.66,11.45,1026,86,1.97,,100,overcast clouds
837,0.524,0.0,0.0,None,2022-02-04 21:00:00,10.64,10.08,9.72,11.45,1026,89,1.91,,98,overcast clouds
838,0.0,0.651,0.0,None,2022-02-04 22:00:00,10.13,9.55,9.54,10.34,1026,90,1.8,,46,scattered clouds
839,0.0,0.655,0.0,None,2022-02-04 23:00:00,8.99,8.17,7.72,10.11,1026,91,1.83,,37,scattered clouds
840,0.0,0.622,0.0,None,2022-02-05 00:00:00,9.02,7.93,8.43,10.11,1026,92,2.14,,56,broken clouds
841,0.0,0.357,0.0,None,2022-02-05 01:00:00,8.92,7.96,6.72,10.34,1026,91,1.97,,14,few clouds
842,0.0,0.431,0.0,None,2022-02-05 02:00:00,8.9,8.23,6.72,9.79,1027,89,1.66,,11,few clouds
843,0.0,0.322,0.0,None,2022-02-05 03:00:00,8.36,7.46,6.72,9.79,1027,90,1.81,,18,few clouds
844,0.0,0.304,0.0,None,2022-02-05 04:00:00,8.3,7.22,5.72,9.79,1027,91,1.99,,34,scattered clouds
845,0.0,0.288,0.0,None,2022-02-05 05:00:00,8.85,7.83,6.21,9.79,1027,85,2.03,,34,scattered clouds
846,0.0,0.282,0.0,None,2022-02-05 06:00:00,8.79,7.76,5.66,9.79,1027,81,2.03,,34,scattered clouds
847,0.0,0.294,0.0,None,2022-02-05 07:00:00,8.88,7.89,5.72,9.23,1027,81,2.0,,19,few clouds
848,0.581,0.0,0.074,None,2022-02-05 08:00:00,8.83,7.74,4.72,9.23,1027,81,2.11,,11,few clouds
849,0.441,0.0,0.246,None,2022-02-05 09:00:00,10.54,9.63,7.72,10.7,1028,76,2.73,,8,sky is clear
850,1.724,0.0,0.485,None,2022-02-05 10:00:00,11.7,10.88,9.72,11.82,1028,75,2.73,,12,few clouds
851,0.328,0.0,0.721,Medium,2022-02-05 11:00:00,13.3,12.41,10.34,13.48,1028,66,2.27,,8,sky is clear
852,0.532,0.0,0.732,Medium,2022-02-05 12:00:00,14.51,13.61,12.01,14.59,1027,61,1.75,,15,few clouds
853,0.0,0.0,0.408,High,2022-02-05 13:00:00,15.14,14.15,14.55,15.66,1027,55,1.46,,33,scattered clouds
854,0.0,0.0,0.453,High,2022-02-05 14:00:00,16.16,15.16,14.72,16.26,1027,51,1.35,,52,broken clouds
855,0.169,0.0,0.443,Medium,2022-02-05 15:00:00,16.17,15.15,14.72,16.26,1026,50,1.54,,62,broken clouds
856,0.14,0.0,0.156,None,2022-02-05 16:00:00,15.64,14.77,14.55,15.7,1026,58,2.17,,32,scattered clouds
857,0.338,0.0,0.011,None,2022-02-05 17:00:00,15.57,14.7,13.68,15.7,1026,58,2.43,,2,sky is clear
858,0.513,0.0,0.0,None,2022-02-05 18:00:00,12.47,11.39,11.72,13.99,1027,62,2.31,,0,sky is clear
859,0.456,0.0,0.0,None,2022-02-05 19:00:00,11.65,10.59,10.72,12.88,1027,66,2.42,,0,sky is clear
860,0.536,0.0,0.0,None,2022-02-05 20:00:00,10.11,9.13,8.72,12.33,1028,75,2.62,,0,sky is clear
861,0.502,0.0,0.0,None,2022-02-05 21:00:00,9.84,8.55,8.68,11.78,1028,77,2.62,,0,sky is clear
862,0.0,0.45,0.0,None,2022-02-05 22:00:00,8.58,7.25,6.72,11.78,1028,79,2.36,,0,sky is clear
863,0.0,0.581,0.0,None,2022-02-05 23:00:00,9.22,8.14,7.01,10.11,1029,80,2.18,,0,sky is clear
864,0.0,0.59,0.0,None,2022-02-06 00:00:00,9.21,8.14,6.45,9.72,1029,82,2.16,,0,sky is clear
865,0.0,0.367,0.0,None,2022-02-06 01:00:00,9.01,7.9,6.45,9.72,1029,84,2.17,,0,sky is clear
866,0.0,0.352,0.0,None,2022-02-06 02:00:00,7.7,6.27,6.45,9.45,1029,86,2.28,,0,sky is clear
867,0.0,0.333,0.0,None,2022-02-06 03:00:00,9.2,8.01,6.45,9.72,1029,86,2.31,,0,sky is clear
868,0.0,0.285,0.0,None,2022-02-06 04:00:00,8.59,7.37,6.45,8.72,1029,86,2.22,,0,sky is clear
869,0.0,0.281,0.0,None,2022-02-06 05:00:00,8.38,7.17,6.45,8.48,1029,60,2.16,,1,sky is clear
870,0.0,0.264,0.0,None,2022-02-06 06:00:00,6.07,4.52,4.72,7.88,1030,87,2.1,,26,scattered clouds
